AP-RES,2018-07-29 14:35:06,52.4796,-1.8928,Client,da:da:e0:39:f5:06,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:06,52.4796,-1.8928,Client,66:0e:f7:76:ec:a9,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:06,52.4796,-1.8928,Client,66:0e:f7:76:ec:a9,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:06,52.4796,-1.8928,Client,96:36:b1:64:6e:b1,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:06,52.4796,-1.8928,Client,96:36:b1:64:6e:b1,Unknown Vendor,Hidden SSID
AP-BEC,2018-07-29 14:35:06,52.4796,-1.8928,BSSID,00:3a:98:1b:33:f0,Cisco Systems Inc,JdGW1ReLeSs
PR-REQ,2018-07-29 14:35:06,52.4796,-1.8928,Client,ec:9b:f3:26:e6:56,Samsung Electro-Mechanics(Thailand),O2 Wifi
AP-RES,2018-07-29 14:35:06,52.4796,-1.8928,Client,ec:9b:f3:26:e6:56,Samsung Electro-Mechanics(Thailand),O2 Wifi
PR-REQ,2018-07-29 14:35:06,52.4796,-1.8928,Client,ec:9b:f3:26:e6:56,Samsung Electro-Mechanics(Thailand),Wifi+
AP-RES,2018-07-29 14:35:06,52.4796,-1.8928,Client,ec:9b:f3:26:e6:56,Samsung Electro-Mechanics(Thailand),Wifi+
PR-REQ,2018-07-29 14:35:06,52.4796,-1.8928,Client,ec:9b:f3:26:e6:56,Samsung Electro-Mechanics(Thailand),Broadcast
AP-RES,2018-07-29 14:35:06,52.4796,-1.8928,Client,ec:9b:f3:26:e6:56,Samsung Electro-Mechanics(Thailand),Hidden SSID
PR-REQ,2018-07-29 14:35:07,52.4796,-1.8928,Client,12:79:81:94:f4:73,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:07,52.4796,-1.8928,Client,12:79:81:94:f4:73,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:07,52.4796,-1.8928,Client,e6:df:25:36:40:44,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:07,52.4796,-1.8928,Client,e6:df:25:36:40:44,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:07,52.4796,-1.8928,Client,e0:b9:4d:07:3c:3e,Shenzhen Bilian Electronic Co.ï¼ŒLtd,Broadcast
AP-RES,2018-07-29 14:35:07,52.4796,-1.8928,Client,e0:b9:4d:07:3c:3e,Shenzhen Bilian Electronic Co.ï¼ŒLtd,Hidden SSID
PR-REQ,2018-07-29 14:35:07,52.4796,-1.8928,Client,d8:5b:2a:c6:81:d1,Samsung Electronics Co.Ltd,Broadcast
AP-RES,2018-07-29 14:35:07,52.4796,-1.8928,Client,d8:5b:2a:c6:81:d1,Samsung Electronics Co.Ltd,Hidden SSID
PR-REQ,2018-07-29 14:35:07,52.4796,-1.8928,Client,5a:c4:32:25:f7:6e,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:07,52.4796,-1.8928,Client,5a:c4:32:25:f7:6e,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:07,52.4796,-1.8928,Client,d8:5b:2a:c6:81:d1,Samsung Electronics Co.Ltd,priximus
AP-RES,2018-07-29 14:35:07,52.4796,-1.8928,Client,d8:5b:2a:c6:81:d1,Samsung Electronics Co.Ltd,priximus
AP-BEC,2018-07-29 14:35:08,52.4796,-1.8928,BSSID,54:4a:00:79:f8:d1,Cisco Systems Inc,MK0rsEurope
PR-REQ,2018-07-29 14:35:08,52.4796,-1.8928,Client,c6:a3:87:10:f4:d3,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:08,52.4796,-1.8928,Client,c6:a3:87:10:f4:d3,Unknown Vendor,Hidden SSID
AP-BEC,2018-07-29 14:35:08,52.4796,-1.8928,BSSID,84:24:8d:21:40:10,Zebra Technologies Inc,Selfridges
AP-BEC,2018-07-29 14:35:08,52.4796,-1.8928,BSSID,f6:6b:ef:15:90:13,Unknown Vendor,BTWifi-X
PR-REQ,2018-07-29 14:35:08,52.4796,-1.8928,Client,d2:f0:fd:2c:68:c0,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:08,52.4796,-1.8928,Client,d2:f0:fd:2c:68:c0,Unknown Vendor,Hidden SSID
AP-BEC,2018-07-29 14:35:08,52.4796,-1.8928,BSSID,f4:6b:ef:15:8e:12,Sagemcom Broadband Sas,BTWi-fi
PR-REQ,2018-07-29 14:35:09,52.4796,-1.8928,Client,4c:18:9a:fb:0a:71,Guangdong Oppo Mobile Telecommunications Corp.Ltd,Broadcast
AP-RES,2018-07-29 14:35:09,52.4796,-1.8928,Client,4c:18:9a:fb:0a:71,Guangdong Oppo Mobile Telecommunications Corp.Ltd,Hidden SSID
AP-BEC,2018-07-29 14:35:09,52.4796,-1.8928,BSSID,00:3a:98:19:8a:50,Cisco Systems Inc,MPOS
AP-BEC,2018-07-29 14:35:09,52.4796,-1.8928,BSSID,00:a2:89:e8:16:f2,Cisco Systems Inc,NESMOB
AP-BEC,2018-07-29 14:35:09,52.4796,-1.8928,BSSID,00:a2:89:e8:16:f1,Cisco Systems Inc,WWS300
AP-BEC,2018-07-29 14:35:09,52.4796,-1.8928,BSSID,84:24:8d:2c:cf:f1,Zebra Technologies Inc,CTX1_WIRELESS
AP-BEC,2018-07-29 14:35:09,52.4796,-1.8928,BSSID,00:a2:89:e8:16:f3,Cisco Systems Inc,WDNN01
AP-BEC,2018-07-29 14:35:09,52.4796,-1.8928,BSSID,00:a2:89:e8:16:f0,Cisco Systems Inc,NESWIFI
PR-REQ,2018-07-29 14:35:09,52.4796,-1.8928,Client,9a:a6:77:d3:53:0c,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:09,52.4796,-1.8928,Client,9a:a6:77:d3:53:0c,Unknown Vendor,Hidden SSID
AP-BEC,2018-07-29 14:35:09,52.4796,-1.8928,BSSID,84:24:8d:3a:ad:d1,Zebra Technologies Inc,xrayBr
PR-REQ,2018-07-29 14:35:10,52.4796,-1.8928,Client,2a:f3:ed:e7:f3:fc,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:10,52.4796,-1.8928,Client,2a:f3:ed:e7:f3:fc,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:10,52.4796,-1.8928,Client,0a:67:aa:56:ec:57,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:10,52.4796,-1.8928,Client,0a:67:aa:56:ec:57,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:10,52.4796,-1.8928,Client,1a:2b:2e:f0:94:21,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:10,52.4796,-1.8928,Client,1a:2b:2e:f0:94:21,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:10,52.4796,-1.8928,Client,96:5c:17:ac:f9:55,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:10,52.4796,-1.8928,Client,96:5c:17:ac:f9:55,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:10,52.4796,-1.8928,Client,76:27:66:56:5d:d8,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:10,52.4796,-1.8928,Client,76:27:66:56:5d:d8,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:12,52.4796,-1.8928,Client,3a:d2:c1:d1:7b:d6,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:12,52.4796,-1.8928,Client,3a:d2:c1:d1:7b:d6,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:13,52.4796,-1.8928,Client,34:2d:0d:70:da:31,Samsung Electronics Co.Ltd,O2 Wifi
AP-RES,2018-07-29 14:35:13,52.4796,-1.8928,Client,34:2d:0d:70:da:31,Samsung Electronics Co.Ltd,O2 Wifi
PR-REQ,2018-07-29 14:35:14,52.4796,-1.8928,Client,ea:69:77:86:5a:91,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:14,52.4796,-1.8928,Client,ea:69:77:86:5a:91,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:15,52.4796,-1.8928,Client,18:b4:30:d6:c5:18,Nest Labs Inc.,Broadcast
AP-RES,2018-07-29 14:35:15,52.4796,-1.8928,Client,18:b4:30:d6:c5:18,Nest Labs Inc.,Hidden SSID
PR-REQ,2018-07-29 14:35:15,52.4796,-1.8928,Client,00:1e:c0:35:2f:3f,Microchip Technology Inc.,iViu_Traffic
AP-RES,2018-07-29 14:35:15,52.4796,-1.8928,Client,00:1e:c0:35:2f:3f,Microchip Technology Inc.,iViu_Traffic
PR-REQ,2018-07-29 14:35:15,52.4796,-1.8928,Client,d2:ae:c9:e0:53:6b,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:15,52.4796,-1.8928,Client,d2:ae:c9:e0:53:6b,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:15,52.4796,-1.8928,Client,ea:02:be:5a:2e:55,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:15,52.4796,-1.8928,Client,ea:02:be:5a:2e:55,Unknown Vendor,Hidden SSID
AP-BEC,2018-07-29 14:35:15,52.4796,-1.8928,BSSID,dc:9f:db:b2:8e:e3,Ubiquiti Networks Inc.,SkyOps
AP-BEC,2018-07-29 14:35:16,52.4796,-1.8928,BSSID,02:ca:fe:d7:84:fa,Unknown Vendor, 
AP-BEC,2018-07-29 14:35:16,52.4796,-1.8928,BSSID,84:24:8d:3a:a7:e1,Zebra Technologies Inc,xrayBr
AP-BEC,2018-07-29 14:35:16,52.4796,-1.8928,BSSID,30:89:d3:55:9f:10,Hongkong Ucloudlink Network Technology Limited,WiFi_95651
AP-BEC,2018-07-29 14:35:16,52.4796,-1.8928,BSSID,e8:c7:4f:03:1b:ff,Liteon Technology Corporation,Mu-so-1BFF-Setup
AP-BEC,2018-07-29 14:35:16,52.4796,-1.8928,BSSID,02:03:d8:5a:c5:fa,Unknown Vendor,BTWi-fi
PR-REQ,2018-07-29 14:35:16,52.4796,-1.8928,Client,46:cb:31:43:b5:c0,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:16,52.4796,-1.8928,Client,46:cb:31:43:b5:c0,Unknown Vendor,Hidden SSID
AP-BEC,2018-07-29 14:35:16,52.4796,-1.8928,BSSID,62:03:47:2c:6e:aa,Unknown Vendor,BoostBirmingham-A
AP-BEC,2018-07-29 14:35:17,52.4796,-1.8928,BSSID,84:24:8d:2a:4b:52,Zebra Technologies Inc,xrayBr
AP-BEC,2018-07-29 14:35:17,52.4796,-1.8928,BSSID,60:03:47:2c:6e:a9,Billion Electric Co. Ltd.,BoostBirmingham
AP-BEC,2018-07-29 14:35:17,52.4796,-1.8928,BSSID,fc:5b:39:92:f8:11,Cisco Systems Inc,LiveShop_FOH
AP-BEC,2018-07-29 14:35:17,52.4796,-1.8928,BSSID,fc:0a:81:96:34:01,Extreme Networks,xrayBr
AP-BEC,2018-07-29 14:35:17,52.4796,-1.8928,BSSID,fc:0a:81:96:34:04,Extreme Networks,ZSelfridgesConcession
AP-BEC,2018-07-29 14:35:17,52.4796,-1.8928,BSSID,40:f2:01:1d:f5:20,Sagemcom Broadband Sas,BTHub5-2SQG
AP-BEC,2018-07-29 14:35:17,52.4796,-1.8928,BSSID,42:f2:01:1d:f5:20,Unknown Vendor,BTWi-fi
AP-BEC,2018-07-29 14:35:17,52.4796,-1.8928,BSSID,62:f2:01:1d:f5:20,Unknown Vendor,BTWifi-X
AP-BEC,2018-07-29 14:35:17,52.4796,-1.8928,BSSID,84:24:8d:2c:f7:05,Zebra Technologies Inc,CTX1_WIRELESS
AP-BEC,2018-07-29 14:35:18,52.4796,-1.8928,BSSID,00:a2:89:e8:16:f4,Cisco Systems Inc,NMobile
PR-REQ,2018-07-29 14:35:18,52.4796,-1.8928,Client,da:a1:19:95:84:2f,Google Inc.,_The Cloud
AP-RES,2018-07-29 14:35:18,52.4796,-1.8928,Client,da:a1:19:95:84:2f,Google Inc.,_The Cloud
PR-REQ,2018-07-29 14:35:18,52.4796,-1.8928,Client,da:a1:19:95:84:2f,Google Inc.,Broadcast
AP-RES,2018-07-29 14:35:18,52.4796,-1.8928,Client,da:a1:19:95:84:2f,Google Inc.,Hidden SSID
PR-REQ,2018-07-29 14:35:18,52.4796,-1.8928,Client,26:44:e9:e9:be:a9,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:18,52.4796,-1.8928,Client,26:44:e9:e9:be:a9,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:18,52.4796,-1.8928,Client,0a:02:49:8c:ba:51,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:18,52.4796,-1.8928,Client,0a:02:49:8c:ba:51,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:18,52.4796,-1.8928,Client,c6:7b:56:10:a8:54,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:18,52.4796,-1.8928,Client,c6:7b:56:10:a8:54,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:18,52.4796,-1.8928,Client,94:65:2d:d2:a7:99,Oneplus Technology (Shenzhen) Co. Ltd,O2 Wifi
AP-RES,2018-07-29 14:35:18,52.4796,-1.8928,Client,94:65:2d:d2:a7:99,Oneplus Technology (Shenzhen) Co. Ltd,O2 Wifi
AP-BEC,2018-07-29 14:35:18,52.4796,-1.8928,BSSID,c2:9f:db:b2:8e:e3,Unknown Vendor,SKY_Demo
PR-REQ,2018-07-29 14:35:18,52.4796,-1.8928,Client,02:6a:24:2c:69:3e,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:18,52.4796,-1.8928,Client,02:6a:24:2c:69:3e,Unknown Vendor,Hidden SSID
AP-BEC,2018-07-29 14:35:19,52.4796,-1.8928,BSSID,00:1e:42:12:ed:1e,Teltonika,Spring - Bull ring 2
PR-REQ,2018-07-29 14:35:19,52.4796,-1.8928,Client,58:7f:57:aa:81:48,Apple Inc.,PretCustomer
AP-RES,2018-07-29 14:35:19,52.4796,-1.8928,Client,58:7f:57:aa:81:48,Apple Inc.,PretCustomer
AP-BEC,2018-07-29 14:35:19,52.4796,-1.8928,BSSID,84:24:8d:21:40:11,Zebra Technologies Inc,xrayBr
AP-BEC,2018-07-29 14:35:20,52.4796,-1.8928,BSSID,e2:55:7d:1d:d4:06,Unknown Vendor,OneTeam
PR-REQ,2018-07-29 14:35:20,52.4792,-1.894,Client,f2:0c:8c:01:e9:89,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:20,52.4792,-1.894,Client,f2:0c:8c:01:e9:89,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:20,52.4791,-1.8936,Client,8e:0c:5d:1e:48:c2,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:20,52.4791,-1.8936,Client,8e:0c:5d:1e:48:c2,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:21,52.4791,-1.8934,Client,8e:0c:5d:1e:48:c2,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:21,52.4791,-1.8934,Client,8e:0c:5d:1e:48:c2,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:22,52.479,-1.8933,Client,fe:10:52:89:43:1b,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:22,52.479,-1.8933,Client,fe:10:52:89:43:1b,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:25,52.479,-1.8932,Client,20:72:0d:39:58:c7,Unknown Vendor,Jasonâ€™s iPhone
AP-RES,2018-07-29 14:35:25,52.479,-1.8932,Client,20:72:0d:39:58:c7,Unknown Vendor,Jasonâ€™s iPhone
PR-REQ,2018-07-29 14:35:25,52.479,-1.8932,Client,20:72:0d:39:58:c7,Unknown Vendor,iPhone
AP-RES,2018-07-29 14:35:25,52.479,-1.8932,Client,20:72:0d:39:58:c7,Unknown Vendor,iPhone
PR-REQ,2018-07-29 14:35:25,52.479,-1.8932,Client,20:72:0d:39:58:c7,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:25,52.479,-1.8932,Client,20:72:0d:39:58:c7,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:25,52.479,-1.8932,Client,f2:0c:8c:01:e9:89,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:25,52.479,-1.8932,Client,f2:0c:8c:01:e9:89,Unknown Vendor,Hidden SSID
AP-BEC,2018-07-29 14:35:25,52.479,-1.8932,BSSID,38:90:a5:c3:17:c3,Cisco Systems Inc,WRetailer
AP-BEC,2018-07-29 14:35:26,52.479,-1.8932,BSSID,0e:18:0a:22:5f:7a,Unknown Vendor,DMNet
AP-BEC,2018-07-29 14:35:26,52.479,-1.8932,BSSID,38:90:a5:c3:17:c2,Cisco Systems Inc,WBullring
PR-REQ,2018-07-29 14:35:26,52.479,-1.8932,Client,da:a1:19:8c:cd:ce,Google Inc.,Broadcast
AP-RES,2018-07-29 14:35:26,52.479,-1.8932,Client,da:a1:19:8c:cd:ce,Google Inc.,Hidden SSID
AP-BEC,2018-07-29 14:35:27,52.479,-1.8932,BSSID,a0:04:60:85:45:86,Netgear,Store_Media
PR-REQ,2018-07-29 14:35:27,52.479,-1.8932,Client,ca:6f:eb:a5:99:20,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:27,52.479,-1.8932,Client,ca:6f:eb:a5:99:20,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:27,52.479,-1.8932,Client,3e:16:09:45:26:d2,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:27,52.479,-1.8932,Client,3e:16:09:45:26:d2,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:27,52.479,-1.8932,Client,fe:74:3a:b4:b7:3b,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:27,52.479,-1.8932,Client,fe:74:3a:b4:b7:3b,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:27,52.479,-1.8932,Client,f6:ea:e2:12:68:1c,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:27,52.479,-1.8932,Client,f6:ea:e2:12:68:1c,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:27,52.479,-1.8932,Client,da:a1:19:f2:6c:a1,Google Inc.,Broadcast
AP-RES,2018-07-29 14:35:27,52.479,-1.8932,Client,da:a1:19:f2:6c:a1,Google Inc.,Hidden SSID
PR-REQ,2018-07-29 14:35:27,52.479,-1.8932,Client,7a:18:88:03:74:d1,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:27,52.479,-1.8932,Client,7a:18:88:03:74:d1,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:27,52.479,-1.8932,Client,b6:67:90:23:37:4d,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:27,52.479,-1.8932,Client,b6:67:90:23:37:4d,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:27,52.479,-1.8932,Client,94:fe:22:32:a9:c1,Huawei Technologies Co.Ltd,and-Business
AP-RES,2018-07-29 14:35:27,52.479,-1.8932,Client,94:fe:22:32:a9:c1,Huawei Technologies Co.Ltd,and-Business
PR-REQ,2018-07-29 14:35:29,52.479,-1.8932,Client,2a:c5:e2:56:9c:8f,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:29,52.479,-1.8932,Client,2a:c5:e2:56:9c:8f,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:29,52.479,-1.8932,Client,04:f0:21:09:97:0e,Compex Systems Pte Ltd,CRCLCCTV
AP-RES,2018-07-29 14:35:29,52.479,-1.8932,Client,04:f0:21:09:97:0e,Compex Systems Pte Ltd,CRCLCCTV
PR-REQ,2018-07-29 14:35:29,52.479,-1.8932,Client,8c:f5:a3:3d:3c:90,Samsung Electro-Mechanics(Thailand),Broadcast
AP-RES,2018-07-29 14:35:29,52.479,-1.8932,Client,8c:f5:a3:3d:3c:90,Samsung Electro-Mechanics(Thailand),Hidden SSID
PR-REQ,2018-07-29 14:35:29,52.479,-1.8932,Client,8a:bb:e1:86:b9:aa,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:29,52.479,-1.8932,Client,8a:bb:e1:86:b9:aa,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:29,52.479,-1.8932,Client,c2:98:2f:e9:e6:f5,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:29,52.479,-1.8932,Client,c2:98:2f:e9:e6:f5,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:29,52.479,-1.8932,Client,ea:f7:0e:23:1e:0f,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:29,52.479,-1.8932,Client,ea:f7:0e:23:1e:0f,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:35,52.4787,-1.8931,Client,a6:3a:45:16:f3:c9,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:35,52.4787,-1.8931,Client,a6:3a:45:16:f3:c9,Unknown Vendor,Hidden SSID
AP-BEC,2018-07-29 14:35:35,52.4787,-1.8931,BSSID,74:3e:2b:85:b6:58,Ruckus Wireless,_Chiltern-wifi
AP-BEC,2018-07-29 14:35:35,52.4787,-1.8931,BSSID,f8:e7:1e:1a:17:28,Ruckus Wireless,CRCLGuest
AP-BEC,2018-07-29 14:35:36,52.4787,-1.8931,BSSID,f8:e7:1e:9a:17:28,Ruckus Wireless,_Chiltern-wifi
AP-BEC,2018-07-29 14:35:36,52.4787,-1.8931,BSSID,74:3e:2b:05:b6:58,Ruckus Wireless,CRCLGuest
PR-REQ,2018-07-29 14:35:36,52.4787,-1.8931,Client,fa:07:a3:1c:46:44,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:36,52.4787,-1.8931,Client,fa:07:a3:1c:46:44,Unknown Vendor,Hidden SSID
AP-BEC,2018-07-29 14:35:36,52.4787,-1.8931,BSSID,74:3e:2b:02:68:68,Ruckus Wireless,CRCLGuest
AP-BEC,2018-07-29 14:35:36,52.4787,-1.8931,BSSID,e0:b9:e5:5b:35:bf,Technicolor,XLN For Small Business
AP-BEC,2018-07-29 14:35:36,52.4787,-1.8931,BSSID,38:90:a5:c3:17:c0,Cisco Systems Inc,_The Cloud
AP-BEC,2018-07-29 14:35:37,52.4787,-1.8931,BSSID,58:b6:33:06:15:c8,Ruckus Wireless,CRCLGuest
AP-BEC,2018-07-29 14:35:37,52.4787,-1.8931,BSSID,58:b6:33:86:15:c8,Ruckus Wireless,_Chiltern-wifi
PR-REQ,2018-07-29 14:35:38,52.4787,-1.8931,Client,f0:79:60:4a:5c:1a,Apple Inc.,Selfridges
AP-RES,2018-07-29 14:35:38,52.4787,-1.8931,Client,f0:79:60:4a:5c:1a,Apple Inc.,Selfridges
PR-REQ,2018-07-29 14:35:38,52.4787,-1.8931,Client,46:2d:3e:85:b6:15,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:38,52.4787,-1.8931,Client,46:2d:3e:85:b6:15,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:38,52.4787,-1.8931,Client,02:52:1c:0a:c7:ba,Unknown Vendor,Broadcast
AP-RES,2018-07-29 14:35:38,52.4787,-1.8931,Client,02:52:1c:0a:c7:ba,Unknown Vendor,Hidden SSID
PR-REQ,2018-07-29 14:35:38,52.4787,-1.8931,Client,04:f0:21:09:97:0e,Compex Systems Pte Ltd,CRCLCCTV
AP-RES,2018-07-29 14:35:38,52.4787,-1.8931,Client,04:f0:21:09:97:0e,Compex Systems Pte Ltd,CRCLCCTV
